1,2003,3.7,547,Dinosaur Planet,0,0.3060454793538844
2,2004,3.6,145,Isle of Man TT 2004 Review,1,0.10543761429190233
3,1997,3.6,2012,Character,4,0.32209238656010314
4,1994,2.7,142,Paula Abdul's Get Up & Dance,3,0.2872416011984324
5,2004,3.9,1140,The Rise and Fall of ECW,0,0.4234626010540434
6,1997,3.1,1019,Sick,5,0.2816149545198512
7,1992,2.1,93,8 Man,6,0.4277403324686354
8,2004,3.2,14910,What the #$*! Do We Know!?,16,0.5211231035547893
9,1991,2.6,95,Class of Nuke 'Em High 2,3,0.3951395381763532
10,2001,3.2,249,Fighter,9,0.12097545994211818
11,1999,3,198,Full Frame: Documentary Shorts,10,0.08697070161671747
12,1947,3.4,546,My Favorite Brunette,19,0.5622238099466162
13,2003,4.6,125,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,12,0.9247909474032158
14,1982,3,118,Nature: Antarctica,13,0.32602566962767815
15,1988,3.3,290,Neil Diamond: Greatest Hits Live,9,0.5116877192444311
16,1996,3.1,2699,Screamers,15,0.21088597996372946
17,2005,2.9,7108,7 Seconds,15,0.6330641309619788
18,1994,3.8,10722,Immortal Beloved,16,0.32053784288199016
19,2000,3.3,539,By Dawn's Early Light,18,0.36048929691284026
20,1972,3.1,116,Seeta Aur Geeta,13,0.2647538488478337
21,2002,3.5,218,Strange Relations,1,0.11942458138056851
22,2000,2.2,203,Chump Change,6,0.21075300880192185
23,2001,3.6,615,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,0,0.21552112545528387
24,1981,3,1333,My Bloody Valentine,14,0.775951928370818
25,1997,4,1207,Inspector Morse 31: Death Is Now My Neighbour,0,0.45424594726052775
26,2004,2.8,5861,Never Die Alone,15,0.5699959681354306
27,1962,3.5,273,Sesame Street: Elmo's World: The Street We Live On,13,0.7668918582315438
28,2002,3.8,39752,Lilo and Stitch,7,0.32462720643900134
29,2001,3.6,523,Boycott,0,0.2949317788720303
30,2003,3.8,118413,Something's Gotta Give,7,0.3570762724324306
31,1999,3.1,221,Classic Albums: Meat Loaf: Bat Out of Hell,9,0.17065080000167127
32,2004,4.1,1854,ABC Primetime: Mel Gibson's The Passion of the Christ,4,0.37330696365953003
33,2000,4.2,6890,Aqua Teen Hunger Force: Vol. 1,4,0.7101047120694625
34,2003,2.7,108,Ashtanga Yoga: Beginner's Practice with Nicki Doane,3,0.29223007194860434
35,2000,3.1,839,Ferngully 2: The Magical Rescue,18,0.4003742948228148
36,1992,3,939,Lady Chatterley,5,0.3627961468691949
37,1973,4,281,Zatoichi's Conspiracy,14,0.8368604071356304
38,2003,2.1,802,Daydream Obsession,5,0.8594538254947914
39,2000,2.4,752,Love Reinvented,5,0.6058037452494044
40,2004,2.9,491,Pitcher and the Pin-Up,18,0.2646898052644726
41,2000,1.6,93,Horror Vision,6,0.4357751774966579
42,2002,2.3,128,Searching for Paradise,3,0.2828967055643446
43,2000,2.6,105,Silent Service,3,0.16761536324226387
44,1996,3.7,8501,Spitfire Grill,16,0.4556342600644293
45,1999,3,2619,The Love Letter,15,0.26830006675731477
46,1964,3.8,6558,Rudolph the Red-Nosed Reindeer,2,0.7547727263655566
47,1952,3.3,2350,The Bad and the Beautiful,11,0.44922193134719357
48,2001,3.7,3591,Justice League,4,0.2644019886117813
49,2003,3.7,231,Devo: The Complete Truth About De-evolution,1,0.1275411073319368
50,1941,3,328,A Yank in the R.A.F.,19,0.3169742853339035
51,2002,3.6,90,Jonah: A VeggieTales Movie: Bonus Material,1,0.21203814888804878
52,2002,3.8,5147,The Weather Underground,4,0.48817652083563284
53,2003,1.7,114,The Bonesetter,6,0.35379009492924335
54,1952,3,159,We're Not Married,19,0.44787763572757666
55,1995,3,2406,Jade,15,0.30697662468646125
56,2004,3.6,1833,Carandiru,4,0.4069096686353374
57,1995,3.7,3562,Richard III,4,0.2709330281587489
58,1996,3.6,17405,Dragonheart,16,0.6203834066154517
59,2003,2.8,204,Sex and the Beauties,10,0.23837862755216369
60,1969,2.1,295,The Libertine,8,0.5151498316382385
61,1999,3,147,Ricky Martin: One Night Only,10,0.06566328237899993
62,1991,3.6,290,Ken Burns' America: Empire of the Air,12,0.26237242176517256
63,1943,3.2,184,Crash Dive,19,0.1747615410372884
64,2001,2.4,95,Outside the Law,3,0.2250268527204704
65,2000,2.3,258,Lost in the Pershing Point Hotel,3,0.2848419961676275
66,1989,2.3,166,Barbarian Queen 2,3,0.4980804971645922
67,1997,2.6,289,Vampire Journals,3,0.25492638981243737
68,2004,4.1,2216,Invader Zim,4,0.3676792016484884
69,2003,3.3,116,WWE: Armageddon 2003,9,0.2982219416016548
70,1999,2.7,343,Tai Chi: The 24 Forms,3,0.3807510009449753
71,1995,3.8,1561,Maya Lin: A Strong Clear Vision,4,0.3270175765828392
72,1974,3.1,179,At Home Among Strangers,13,0.12804688280379553
73,1954,3.9,747,Davy Crockett: 50th Anniversary Double Feature,11,0.7503509163400116
74,1999,3.2,388,6ixtynin9,18,0.31768907390437284
75,1997,2.6,219,Grind,3,0.14271257026814055
76,1952,4.1,2954,I Love Lucy: Season 2,11,0.42250607846033067
77,1995,2.9,13598,Congo,16,0.6181357466799986
78,1996,2.9,4850,Jingle All the Way,15,0.32723621733761016
79,1956,3.8,3397,The Killing,11,0.40149855810716245
80,1979,2.8,274,Winter Kills,13,0.3932750335999514
81,1991,3.4,1249,Antarctica: IMAX,0,0.5672743021171639
82,1951,3,119,The Frogmen,19,0.4599801987801175
83,1983,3.7,18724,Silkwood,17,0.7993321320697029
84,2002,3.2,2752,The Powerpuff Girls Movie,15,0.3020447931301883
85,2005,4.3,266,Elfen Lied,12,0.7023825059055084
86,1996,2,176,Iron Monkey 2,6,0.1865449428036251
87,2002,2.8,117,Louder Than Bombs,10,0.21469868427502123
88,1998,3.8,978,Record of Lodoss War: Chronicles of the Heroic Knight,0,0.22550129814983594
89,2000,2.7,878,Chain of Command,5,0.3205199972338879
90,1951,3.5,625,The Lemon Drop Kid,19,0.7206296657594032
91,2005,3.9,567,WWE: Royal Rumble 2005,0,0.41602318142121925
92,2002,3.6,161,ECW: Cyberslam '99,1,0.08060623904549566
93,2004,2.7,174,They Came Back,3,0.2954607005202179
94,2000,3.7,342,G3: Live in Concert,1,0.34422333127421995
95,1985,2.6,935,Dona Herlinda and Her Son,5,0.6670845353820616
96,2000,3.4,488,Inside the Space Station,0,0.4254974517409089
97,2002,3.9,11508,Mostly Martha,16,0.48221957876742855
98,1965,3.9,130,The Battle of Algiers: Bonus Material,13,0.9302803716798076
99,1989,2.4,126,A Fishy Story,3,0.47158877267386934
100,1993,2.7,78,Sam the Iron Bridge,3,0.3705000874603214
101,1997,3.4,330,Complete Shamanic Princess,9,0.25138349813883254
102,2004,2.7,330,Notre Musique,3,0.4292332580017231
103,1976,3.7,209,Sanford and Son: Season 6,13,0.5579099088422438
104,1965,3.7,3500,The Great Race,2,0.5606840680024446
105,2002,3.1,192,Obsessed,10,0.20693197308561806
106,2004,4.1,940,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,0,0.49981689478453756
107,2000,3.4,829,Magnolia: Bonus Material,0,0.29063124254910333
